COMISIÓN NACIONAL DEL AGUA
COORDINACIÓN GENERAL DEL SERVICIO METEOROLÓGICO NACIONAL
BASE DE DATOS CLIMATOLÓGICA NACIONAL 

ESTADÍSTICA MENSUAL
EMISIÓN   : 13/09/2024 

DATOS DISPONIBLES EN LA BASE DE DATOS A: SEPTIEMBRE DE 2024; 
CON LA INFORMACIÓN SUMINISTRADA POR LAS UNIDADES ADMINISTRATIVAS 

 ESTACIÓN  : 32050 
 NOMBRE    : SAN GIL 
 ESTADO    : ZACATECAS 
 MUNICIPIO : GENERAL FRANCISCO R. MURGUÍA 
 SITUACIÓN : OPERANDO 
 CVE-OMM   :   
 LATITUD   : 24.19583333 ° 
 LONGITUD  : -102.9783333 ° 
 ALTITUD   : 1829 msnm 


LLUVIA MÁXIMA 24 H.
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1988	29	31	31	33	37	35	39	31	33	31	31	29		32.5	12
1989	30	30	32	32	36			32	31	31	30	25		30.9	10
1990	28	27	31	32						30	30	30		29.7	7
1991	35	30	35	36						30	27	29		31.7	7
1992	24	30	31	32	32	37	35	35	30	37		31		32.2	11
1993	25	29	30			37	34	35	30	32	30	28		31	10
1994	27	30	32	30	27	25		33	31	32	30	28		29.5	11
1995	28	29	33	33	37	37	35	32	34	32	30	30		32.5	12
1996	29	31	31	34	37	35	34	34	31	30	30	27		31.9	12
1997	26	30	30	32	34	35	33	33	33	39.5	28	27		31.7	12
1998	26	30	33	35		37	36	36	32	31	30	30		32.4	11
1999	28	30	32	36	36	38	33	33	35	32	27	27		32.2	12
2000	30	31	33	36	35	32	34	32	32	32	29	28		32	12
2001	27	29	31	36	35	36	34	33	32	31		27		31.9	11
2002	29	29	34	37	39	35	34	32	31		35	27		32.9	11
2003	28		34	35	39	40	32	32	33	29	34	31		33.4	11
2004	27	30	34	33	36	35	36	34	34	38				33.7	10
2005	29	29	33	34	35	39	34	31	33	30	30	29		32.2	12
2006	29	31	33	36	39	36	38	36	31	34	33	28		33.7	12
2007	26	31	32	34	36	39	32	32	31	33	29	29		32	12
2008	28	31	34	36	37	36	32	33	30	31	29	28		32.1	12
2009	29	33	34	36	37.5	35.5	34	34	30	33	28.5	27		32.6	12
2010	27	27	33	34	37	37	32	33	33	32	30	28		31.9	12
2011	28	31	34	36	40	37	34	35	36	33	29	27		33.3	12
2012	28	31	32	36	39	37	33	34	31	31	30	26		32.3	12
2013	27	28	32	35	36	36	36	33	30	33	27	28		31.8	12
2014	27	30	34	34	34	35	33	33	32	31	36	27		32.2	12
2015	27	31	30	33	36	35	32	33	34	32	30	30		31.9	12
2016	26	32	33	39	37.5	35.5	34	32	30	30	30	29		32.3	12
2017	28	32	34	35	39	35	34	34	33	30	33	29		33	12
2018	29	30	34	36	39	37	35	33	29	32	30	28		32.7	12
2019	29	34			39	36	34	35	33	33	31	30.2		33.4	10
2020	26.9	38.1	35.7	37.7	36.6	36.1	34.7	34.1	31.9	32.5	32.9			34.3	11
2021	26.9	28	34.5	31.3	31.6	32.6	28.4	28.6	27.2	30	29	28.4		29.7	12
2022			36.1	37.1	37.1	36.7	35.7		29.6	31.2	31.2	29.2		33.8	9
2023								39.1						39.1	1
MÍNIMA	24	26	29	30	27	25	28.4	28.6	26	29	27	25		29.5	1
MÁXIMA	35	38.1	39	39	40	40	39	39.1	36	39.5	36	33		39.1	12
MEDIA	28	30	33	34.9	36.5	36.1	34	33.2	32	32	30.4	28.6		32.5	10.6
DESV.ST	1.9	2.2	2.3	2	2.6	2.4	2.1	1.8	1.9	2.1	2.1	1.8		1.5	2.3

TEMPERATURA MÍNIMA PROMEDIO
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1969							16.1	15.8	14	10.5	4.1	2.1		10.4	6
1970	1.9	4.1	6.2	8.9	13.7	12.9	12.1	12.8	10		2.2	1.2		7.8	11
1971	4.8	4.1	6.5	13.1	12.8									8.3	5
1972			9.8	12.9		16.2	16.7	11.8	13.1	11.6	11.8	5.9		12.2	9
1973	4	6.3	9	10.6	14.9	14.4	13.4	13.2	13.2	10	9	0.3		9.9	12
1974	0.1	4.6	8.5	12	14.2	13.6	12	12.2	12.4	10	5.5	5.1		9.2	12
1975	0.7	1.2	6.8	12.7	13.2	14.7	13.5	12.8	11.8	10.3	5.3	0.6		8.6	12
1976	2.7	3.9	6.6	10.5	12.9	15	12.9	13.8	13.1	9.8	4.7	5.1		9.2	12
1977	3.2	5.5	7.6	9.8	14.5	13.9	13.3	14.3	14.2	10.9	9.4	4.2		10.1	12
1978	3.2	3.6	6.3	11.8	14	14.9	12.9	14.3	13.7	10.2	6.8	5		9.7	12
1979	3.8	5.5	6.4	11.6	11.7	15.7	13.6	12.7	10.9	8.4	4.4	4.1		9.1	12
1980			7.2	8.8	13.6	14.7	15.5			10.5	4.2	5.3		10	8
1981	2.2		5.8		11.4		14.1	14.1		10.3	4.5	2.4		8.1	8
1982		2.4	6.5	11	13.3	16.7	15	14.6	14.2	11	4.1			10.9	10
1983	3.4	2.2	4.3	6.8	12.2	14.3	15.1	14.2	13.5	9.7	6.4	2.8		8.7	12
1984	3.7	2.7	7.5	11	15.1	16	15.3	16.1	14.1					11.3	9
1985							14	12.7	14.6	12.4	7.1	4.2		10.8	6
1986	2.5	4.6	4.9	12	14.2	11.8	12.7	14.5	14.4					10.2	9
1987	1.7	4.5	6	10.3	14.1	17.7	17.7	17.1	16.1	11.3	8.5	6.4		11	12
1988	2.4	5.4	6.6	11	14.4	16.5	14.8	15	13.8	10.9	6.1	4.7		10.1	12
1989	5.1	5.1	5.2	10.5	13.1			14.7	12.8	8.9	5.8	3.5		8.5	10
1990	4.5	5.1	8.1	8.5						10	6.5	4.7		6.8	7
1991	5.6	8.8	11.1	13						10.8	6.1	6.5		8.8	7
1992	5.3	3.6	6.5	10.5	10.1	12.2	18.3	17.8	10.9	9.6		6.5		10.1	11
1993	5.3	4.6	7.2			15	14.5	15.2	13.7	9.8	6.1	3.9		9.5	10
1994	3.3	4	6.4	7.5	10.5	10.8		14	13.4	10.3	9.1	6.7		8.7	11
1995	2.3	6.7	6.5	8.2	13.6	15.4	15.6	15.5	14.7	8.8	7	3.6		9.8	12
1996	1	6	4.9	8.1	15	15.2	16.2	14.5	13.9	9.3	5.8	3.4		9.4	12
1997	1.4	5	6.5	8.3	11.5	15.1	15.6	15	14.2	9.9	7	0.5		9.2	12
1998	0.6	1	4.7	9.1		18	16.7	15.9	14.2	12.7	7.3	3.8		9.5	11
1999	0.3	5.2	6	11.6	12.8	15.9	14.7	15.4	14	9.2	3.9	1.3		9.2	12
2000	2.6	4.8	6.8	10.3	14.2	15.3	14.2	13.3	13.3	9.9	5.8	3		9.5	12
2001	4.2	5.9	5.3	11.8	12.8	14.9	15.6	15.1	14	9.2		3.5		10.2	11
2002	2.6	4.4	7	12.9	14.5	15	14.5	14.5	12.8		6.5	2		9.7	11
2003	2.5		5.5	10.7	14.1	13.3	14.5	13.8	13.6	9.4	7.2	0.5		9.6	11
2004	3.7	3.4	7.8	8.5	12.7	13.9	14.4	14.6	13.5	9.9				10.2	10
2005	2.9	6.1	4.9	8.5	10.5	14.2	15.2	14.1	12.9	5	4.8	1.7		8.4	12
2006	1.3	4	6.8	10.6	12.3	14.5	14.1	14	13.4	10.1	4	2.3		8.9	12
2007	3.1	2.3	6	7.5	12.3	14.6	14.2	13.8	13.2	7.3	4.8	2.5		8.5	12
2008	1	2	3.9	8.9	12	15.5	14	14.1	12.7	8	3.5	1.4		8.1	12
2009	3	3.7	6	7.6	12.3	14.9	15	14.6	13.3	10.2	3.2	1.1		8.7	12
2010	0.1	2	3.6	8.4	12.3	15.2	15.3	14.9	14.3	7	2.3	-0.7		7.9	12
2011	0.6	2.2	8	9.2	11.9	15.7	15.1	15.2	12.2	9.3	4.6	2.7		8.9	12
2012	1.8	5.1	7.3	10.1	12.7	15	15	14.6	12.5	10.2	7.3	3.3		9.6	12
2013	2.9	4.6	5.3	8.8	12.6	15.5	14.8	13.9	13.4	11	7.3	3.3		9.4	12
2014	1.1	4.4	6.2	9.5	12.7	16.4	14.9	14.9	14.1	9.7	4.6	2.8		9.3	12
2015	5.4	5	7.8	10.9	13.5	15.6	14.5	14.1	14.1	11.2	8.3	3.3		10.3	12
2016	-1.1	3.4	6.1	9.5	13.7	15.3	15.7	15.9	14.8	10.7	8.4	4.3		9.7	12
2017	2.7	4.2	8.1	9.8	13.5	16.5	15.7	15.5	14.8	10.7	5.2	3.8		10	12
2018	2.6	8.5	9	11.2	14.7	16.5	15.9	15.9	15	11.6	4.4	1.9		10.6	12
2019	2.7	6.6			12.5	17.5	15.9	17.4	14.9	12.2	9.2	3.1		11.2	10
2020	3.6	5.9	11.5	10.8	13.4	16.8	17	15.7	13.1	8.1	6.2			11.1	11
2021	3.6	6.1	9.6	8.4	11.7	12.9	11.6	11.1	12.1	7.4	7.4	3.5		8.8	12
2022			4.7	10.4	13.5	15.6	16.5		13.7	9.2	4.2	2.1		10	9
2023								15.5						15.5	1
MÍNIMA	-1.1	1	3.6	6.8	10.1	10.8	11.6	11.1	10	5	2.2	-0.7		6.8	1
MÁXIMA	5.6	8.8	11.5	13.1	15.1	18	18.3	17.8	16.1	12.7	11.8	6.7		15.5	12
MEDIA	2.7	4.5	6.7	10.1	13	15	14.8	14.5	13.5	9.9	6	3.2		9.6	10.6
DESV.ST	1.6	1.7	1.7	1.6	1.2	1.5	1.4	1.3	1.1	1.4	2	1.8		1.3	2.3

TEMPERATURA MÍNIMA EXTREMA
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1969							14	14	9	3	-1	-3		6	6
1970	0	-1	3	2	11	11	10	9	6		-5	-3		3.9	11
1971	0	0	3	10	9									4.4	5
1972			4	9		13	15	9	11	10	5	0		8.4	9
1973	2	3	4	4	11	8	11	11	11	7	3	-7		5.7	12
1974	-4	2	4	4	10	12	9	9	11	7	-1	-1		5.2	12
1975	-8	-6	0	9	9	11	12	11	8	5	-1	-6		3.7	12
1976	-1	-1	1	6	10	8	10	11	10	4	2	2		5.2	12
1977	-2	2	2	6	11	10	10	10	10	6	6	1		6	12
1978	0	-1	1.5	5	9	9	11	12	9	3	2	0		5	12
1979	0	2	1	9	9	11	11	10.5	5	4	-4	-3		4.6	12
1980			2	1	10.5	12	11			3	0	0		4.9	8
1981	-5		2		9		10	9		4	0	-1		3.5	8
1982		-3	0	5	9	12	12	11	11	3	0			6	10
1983	0	-1	1	1	9	11	13	11	11	5	0	-5		4.7	12
1984	0	0	1	4	11	11	13	12	10					6.9	9
1985							12	10	10	5	4	0		6.8	6
1986	-2	0	1	7	11	8	9	12	10					6.2	9
1987	-4	0	-1	4	11	13	14	14	10	8	3	1		6.1	12
1988	-6	0	3	6	10	13	12	13	12	8	2	0		6.1	12
1989	-0.1	0	0	5	8			9	4	2	2	0		3	10
1990	-4	-2	3	4						5	-1	0		0.7	7
1991	0	3	4	7						6	-1	-1		2.6	7
1992	2	0	0	8	7	7	15	10	6	1		1		5.2	11
1993	0	0	3			11	12	13	8	0	0	-1		4.6	10
1994	-3	-2	1	4	7	7		10	8	6	5	0		3.9	11
1995	-2	0	2	3	7	9	12	13	12	2	0	0		4.8	12
1996	-2	-1	-1	2	11	10	13	11	11	5	-1	-4		4.5	12
1997	-8	0	0	2	7	11	12	13	10	2	-1	-12		3	12
1998	-5	-5	1	3		16	14	13	11	8	3	-2		5.2	11
1999	-4	0	-1	6	8	11	12	12	11	2	-1	-5		4.2	12
2000	-2	-4	1	2	10	14	10	10	7	6	-1	-1		4.3	12
2001	-7	-1	0	7	9	12	13	11	11	6		-5		5.1	11
2002	-4	-3	2	10	11	13	13	11	7		-2	-4		4.9	11
2003	-2		-1	5	5	8	13	11	4	-1	1	-5		3.5	11
2004	-3	-3	1	3	6	12	12	13	11	6				5.8	10
2005	-4	0	0	0	1	9	13	13	9	-2	-2	-2		2.9	12
2006	-9	0	0	6	8	11	9	12	11	3	-1	-6		3.7	12
2007	-2	-1	-2	3	7	12	12	12	11	-1	0	-4		3.9	12
2008	-5	-2	-5	3	6	13	11	12	7	4	-1.5	-6		3	12
2009	-3	-3	0.5	3	9	12	13	11	11	1	0	-4.5		4.2	12
2010	-5	-5	-2.5	3	4.5	11.5	11.5	13	7	3.5	-2	-6		2.8	12
2011	-4	-10	3	5	8	13.5	13	13	4	5	-9	-6		3	12
2012	-5	-1	0	5.5	7	13	12	11	7	6	4	-3		4.7	12
2013	-4	-2	-4	5	8	12	13	12	10	2	-4	-1		3.9	12
2014	-4	0	-1	2	4	13	13	10	10	4	-8	-5		3.2	12
2015	-1	0	4	7	7	12	12	11	8	5	2	-8		4.9	12
2016	-5	-3	0	3	8	9	14	14	13	6	3	-4		4.8	12
2017	-2	-2.5	3	2	9	13	14	13	11	5	-4	-11		4.2	12
2018	-2	4	6	1	11	15	13	15	13	8	-7	-7		5.8	12
2019	-4	1			8	14	14	15	13	4	3	-3.2		6.5	10
2020	-4	-1.4	4.4	5.1	7.8	12.1	14.2	11.7	6.2	2.6	2.6			5.6	11
2021	-3.5	1.2	3	3.5	5.5	9.2	9.2	7.4	8.2	3.4	5.2	-1.5		4.2	12
2022			-3.3	5.5	8.2	13.9	14.2		9.7	3.1	-2.4	-4		5	9
2023								11.1						11.1	1
MÍNIMA	-9	-10	-5	0	1	7	9	7.4	4	-2	-9	-12		0.7	1
MÁXIMA	2	4	6	10	11	16	15	15	13	10	6	2		11.1	12
MEDIA	-2.9	-1	1.1	4.6	8.4	11.3	12.1	11.5	9.3	4.2	-0.1	-3		4.8	10.6
DESV.ST	2.5	2.5	2.2	2.4	2.2	2.1	1.6	1.7	2.4	2.5	3.3	3.1		1.6	2.3

TEMPERATURA MEDIA MENSUAL
AÑO	ENE	FEB	MAR	ABR	MAY	JUN	JUL	AGO	SEP	OCT	NOV	DIC	ACUM	PROM	MESES
1969							23	23	21.4	18.4	15.6	13.6		19.2	6
1970	12.7	13	16	21.8	24.5	22.5	21.4	21.1	16.9		13.8	13.5		17.9	11
1971	15.1	17	19.7	23.2	23.9									19.8	5
1972			21.2	21.9		24.8	24.8	21.9	22.6	21.7	20.9	15.9		21.7	9
1973	15.2	16.5	20.2	22.2	25	24.1	22.8	21.5	22	17.6	17	13.2		19.8	12
1974	12.5	14.9	20.2	22.8	25	23	22.6	19.7	21.6	19.4	16.4	14.6		19.4	12
1975	12.6	13.4	19.2	24	24.2	24.5	22.4	21.6	21	20.3	17.3	12.9		19.4	12
1976	14.2	14.2	19.1	21.8	23.6	24.9	21.1	22	21.6	19	13.7	13.8		19.1	12
1977	13.5	16.1	19.2	20.4	23.6	23.8	22.5	22.6	21.8	19	18	14.7		19.6	12
1978	13.7	12.9	17.3	22.2	24.2	23.9	22.1	22.5	21.2	18.4	16.8	15.2		19.2	12
1979	14	14.2	16.6	20.8	20.6	23.5	22	19.7	19	19	14.4	13.1		18.1	12
1980			17.8	18.4	21.8	24.1	23.2			18.2	13.4	13.5		18.8	8
1981	10.7		15.6		20.2		22.2	21.6		19.2	15.1	13.1		17.2	8
1982		14.1	18.2	21.5	23	25.5	22.2	22.5	22	19.9	14.9			20.4	10
1983	11.8	12.3	14.3	17.7	21.9	23.1	22.2	22	22	19	15.9	13		17.9	12
1984	12.1	12.8	16.6	19.9	23	23.4	20.6	22.1	20.4					19	9
1985							20.4	19.8	22.5	19.9	16.6	13.6		18.8	6
1986	13.1	14.6	15.3	21.8	23	20.5	20.6	22.6	22.4					19.3	9
1987	10.5	13.5	15.9	19.9	22.3	23.9	23.2	23.6	22.2	18.9	16.9	14.4		18.8	12
1988	12.3	15.2	16.2	20.2	23.6	23	21	21.4	21	19.1	16.7	14.8		18.7	12
1989	14.9	15.6	15.9	20	22.9			21.4	20	18.3	15.2	11.3		17.6	10
1990	13.8	13.8	17.6	18.7						17.8	16.1	14.4		16	7
1991	15.1	16.9	20.5	22.5						18.2	14.5	13.8		17.4	7
1992	11.3	12.2	16.3	20.2	20.6	22.6	25.2	25	18.4	18.9		15.9		18.8	11
1993	13.3	13.8	16.4			23.1	22.6	22.6	19.8	18.6	15.5	14.4		18	10
1994	12.5	15.2	17	15.2	17	16.1		21.2	20.5	18.9	18.4	14.9		17	11
1995	12.8	15.9	16.9	19.1	23.7	24.2	23.1	22	21.6	18.2	16.2	13.5		18.9	12
1996	12.6	16.3	16.1	18.7	24.5	23.2	23.6	21.8	20.6	17.5	14.6	13.2		18.6	12
1997	11.4	14.3	15.4	16.9	21.1	23.2	23.2	22.9	21.4	20.9	15.6	10.3		18	12
1998	11.6	12.3	15.9	20.2		25.6	24.2	22.4	20.9	20.1	16.6	14.2		18.5	11
1999	12.2	16	17	21.6	23.3	24	22.1	23.1	22	17.8	14	11.4		18.7	12
2000	13.6	15.7	17.9	20.9	23.1	21.8	22.3	21.1	21.2	18.7	15.1	12.8		18.7	12
2001	13.3	15.9	15.8	22.1	21.9	23.1	23.4	22.6	21	18.4		12.8		19.1	11
2002	13.1	13.8	17.7	22.4	23.7	22.9	22	22.1	20		16	12.1		18.7	11
2003	12.6		16.7	20.6	24.7	23.5	21	21.6	20.3	17.1	17	11.6		18.8	11
2004	11.3	13.1	17.8	18.8	22.2	21.6	21.8	21.6	20.6	21.3				19	10
2005	12.9	14.4	15.2	19.6	21.6	24.3	22.7	21.1	21.4	15.4	15.3	12.2		18	12
2006	12.1	15.1	17.8	21.8	22.2	22.8	22.1	21.2	20.2	18.3	14.6	11.3		18.3	12
2007	12.3	13.2	17.2	19	22.5	22.8	21.3	21.6	20.6	17.7	15.6	13.7		18.1	12
2008	12.3	14.4	15.6	20.4	22.4	23.6	21.2	21	18.4	16.9	13.8	12.8		17.7	12
2009	13.7	15.2	16.9	18.9	22.3	22.9	22.9	22.2	19.8	18.9	13.2	11.5		18.2	12
2010	10.4	11.3	14.7	19.5	23.1	24.1	21.6	22.9	21.2	17.4	13.5	11.5		17.6	12
2011	12.1	14.4	19	21.4	23.2	24.5	22.6	23.4	21	18.6	14.6	13.1		19	12
2012	12.3	14.4	18.1	20.4	22.8	24	22.4	22.3	19.8	19	16.1	13.2		18.7	12
2013	12.1	15.1	16	20	22.2	24	21.5	20.7	19.6	19.4	14.8	13		18.2	12
2014	10.8	16	17.4	20.2	21.8	23.9	21.5	22.1	20.6	18.9	14.2	12.9		18.4	12
2015	13.3	13.2	15.3	19.9	22.8	22.4	21.5	22.3	21.8	18.6	17.2	13.1		18.4	12
2016	9.5	14.4	16.4	20.8	23.8	23.2	23.9	21.8	21.3	18.9	15.9	14.7		18.7	12
2017	13.2	15.7	18.1	20.8	24	24.6	22.8	22.3	20.8	19	16	12.1		19.1	12
2018	12.4	16.9	19.6	21.6	24.1	23.9	23.4	22.9	20.8	18.8	14.6	12		19.2	12
2019	13.2	17.6			23.7	25.2	23.5	24.8	22.2	20.6	17.1	13.4		20.1	10
2020	12.9	16.1	21.4	22.4	23.6	24.5	23.4	23.2	20.4	18.8	17			20.3	11
2021	12.8	15.6	19.4	18.4	19.9	19.8	18.1	18.1	18.4	17.4	17.4	15.2		17.5	12
2022			17.4	22.2	24.3	24.2	24		20.2	17.8	16	14.1		20	9
2023								24.6						24.6	1
MÍNIMA	9.5	11.3	14.3	15.2	17	16.1	18.1	18.1	16.9	15.4	13.2	10.3		16	1
MÁXIMA	15.2	17.6	21.4	24	25	25.6	25.2	25	22.6	21.7	20.9	15.9		24.6	12
MEDIA	12.7	14.6	17.4	20.5	22.8	23.4	22.4	22	20.8	18.7	15.7	13.3		18.8	10.6
DESV.ST	1.2	1.5	1.7	1.7	1.5	1.6	1.2	1.2	1.2	1.1	1.5	1.3		1.2	2.3
